Typ kvalifikace,Titul,1. stupeň ZŠ,2. stupeň ZŠ,SŠ,Specializace,Typ ostatní kvalifikace,Název,Vysoká škola,Fakulta,Cena,Město,SDS / semestr,P,DF,K,jednoobor,dvouobor,Odkaz na více info,Poznámka,ČJL,AJ,NJ,FJ,ŠJ,RJ,M,IKT,D,OV ,ZSV,F,CH,PŘ,Z,HV,VV,VKZ,TV,ČSP,DV,ETV,FAV,TPV,OSV,VDO,EGS,MKV,ENV,MV,ODBP,PV,ODBV,NOVÁ AKREDITACE DO 2021
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Chemie se zaměřením na vzdělávání,Masarykova univerzita,Pedagogická fakulta,0 Kč,Brno,6,P,0,0,0,1,https://is.muni.cz/program/23758/chemie-se-zamerenim-na-vzdelavani,,0,0,0,0,0,0,M,0,0,0,0,F,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBP,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Chemie se zaměřením na vzdělávání,Technická univerzita v Liberci,Fakulta přírodovědně-humanitní a pedagogická,0 Kč,Liberec,6,P,0,K,0,1,prezenční i kombinované,,0,0,0,0,0,0,M,0,0,0,0,F,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBP,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Chemie se zaměřením na vzdělávání,Západočeská univerzita v Plzni,Fakulta pedagogická,0 Kč,Plzeň,6,P,0,0,0,1,https://www.zcu.cz/cs/Admission/Study-fields/index.html?FieldNumber=B0114A300088&FormOfStudy=P&TypeOfStudy=B,,0,0,0,0,0,0,M,0,0,0,0,F,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBP,0,0,ANO
Titul,Bc.,0,0,SŠ,Učitelství,0,Chemie se zaměřením na vzdělávání pro střední školy,Jihočeská univerzita v Českých Budějovicích,Přírodovědecká fakulta,0 Kč,České Budějovice,6,P,0,0,0,1,https://www.jcu.cz/uchazec-o-studium/co-u-nas-studovat/stag_obory_hledat?hledej_text=Chemie+se+zam%C4%9B%C5%99en%C3%ADm+na+vzd%C4%9Bl%C3%A1v%C3%A1n%C3%AD+pro+st%C5%99edn%C3%AD+%C5%A1koly&no_cache=1&obor_fakulta=P%C5%99%C3%ADrodov%C4%9Bdeck%C3%A1+fakulta&obor_forma=prezen%C4%8Dn%C3%AD&obor_typ=bakal%C3%A1%C5%99sk%C3%A9&b_size=10,,0,0,0,0,0,0,M,0,0,0,0,F,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBP,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Informační a komunikační technologie se zaměřením na vzdělávání,Ostravská univerzita,Pedagogická fakulta,0 Kč,Ostrava,6,P,0,0,0,1,https://www.osu.cz/studijniobory/?znazvu=Informa%C4%8Dn%C3%AD+a+komunika%C4%8Dn%C3%AD+technologie+se+zam%C4%9B%C5%99en%C3%ADm+na+vzd%C4%9Bl%C3%A1v%C3%A1n%C3%AD&t7=ano&f45000=ano&filtr=a&x=252&y=17#filtr,,0,0,0,0,0,0,M,IKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Informační technologie se zaměřením na vzdělávání,Univerzita Palackého v Olomouci,Pedagogická fakulta,0 Kč,Olomouc,6,P,0,K,0,1,prezenční i kombinované,,0,0,0,0,0,0,M,IKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Informatika se zaměřením na vzdělávání,Technická univerzita v Liberci,Fakulta přírodovědně-humanitní a pedagogická,0 Kč,Liberec,6,P,0,K,0,1,prezenční i kombinované,,0,0,0,0,0,0,M,IKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Informatika se zaměřením na vzdělávání,Západočeská univerzita v Plzni,Fakulta pedagogická,0 Kč,Plzeň,6,P,0,0,0,1,https://www.zcu.cz/cs/Admission/Study-fields/index.html?FieldNumber=B0114A300078&FormOfStudy=P&TypeOfStudy=B,,0,0,0,0,0,0,M,IKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,0,SŠ,Učitelství,0,Informatika se zaměřením na vzdělávání pro střední školy,Jihočeská univerzita v Českých Budějovicích,Přírodovědecká fakulta,0 Kč,České Budějovice,6,P,0,0,0,1,https://www.jcu.cz/uchazec-o-studium/co-u-nas-studovat/stag_obory_hledat?hledej_text=Informatika+se+zam%C4%9B%C5%99en%C3%ADm+na+vzd%C4%9Bl%C3%A1v%C3%A1n%C3%AD+pro+st%C5%99edn%C3%AD+%C5%A1koly&no_cache=1&obor_fakulta=P%C5%99%C3%ADrodov%C4%9Bdeck%C3%A1+fakulta&obor_forma=prezen%C4%8Dn%C3%AD&obor_typ=bakal%C3%A1%C5%99sk%C3%A9&b_size=10,,0,0,0,0,0,0,M,IKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Informatika ve vzdělávání,Masarykova univerzita,Fakulta informatiky,0 Kč,Brno,6,P,0,0,0,1,https://is.muni.cz/program/24983/informatika-ve-vzdelavani,Informatika,0,0,0,0,0,0,M,IKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Matematika se zaměřením na vzdělávání,Masarykova univerzita,Pedagogická fakulta,0 Kč,Brno,6,P,0,0,0,1,https://is.muni.cz/program/23831/matematika-se-zamerenim-na-vzdelavani,,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Matematika se zaměřením na vzdělávání,Ostravská univerzita,Pedagogická fakulta,0 Kč,Ostrava,6,P,0,0,0,1,https://www.osu.cz/studijniobory/?znazvu=Matematika+se+zam%C4%9B%C5%99en%C3%ADm+na+vzd%C4%9Bl%C3%A1v%C3%A1n%C3%AD&t7=ano&f45000=ano&filtr=a&x=240&y=33#filtr,,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Matematika se zaměřením na vzdělávání,Technická univerzita v Liberci,Fakulta přírodovědně-humanitní a pedagogická,0 Kč,Liberec,6,P,0,K,0,1,prezenční i kombinované,,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Matematika se zaměřením na vzdělávání,Univerzita Palackého v Olomouci,Pedagogická fakulta,0 Kč,Olomouc,6,P,0,K,0,1,prezenční i kombinované,,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Matematika se zaměřením na vzdělávání,Západočeská univerzita v Plzni,Fakulta pedagogická,0 Kč,Plzeň,6,P,0,0,0,1,https://www.zcu.cz/cs/Admission/Study-fields/index.html?FieldNumber=B0114A300077&FormOfStudy=P&TypeOfStudy=B,,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,0,SŠ,Učitelství,0,Matematika se zaměřením na vzdělávání pro střední školy,Jihočeská univerzita v Českých Budějovicích,Přírodovědecká fakulta,0 Kč,České Budějovice,6,P,0,0,0,1,https://www.jcu.cz/uchazec-o-studium/co-u-nas-studovat/stag_obory_hledat?hledej_text=Matematika+se+zam%C4%9B%C5%99en%C3%ADm+na+vzd%C4%9Bl%C3%A1v%C3%A1n%C3%AD+pro+st%C5%99edn%C3%AD+%C5%A1koly&no_cache=1&obor_fakulta=P%C5%99%C3%ADrodov%C4%9Bdeck%C3%A1+fakulta&obor_forma=prezen%C4%8Dn%C3%AD&obor_typ=bakal%C3%A1%C5%99sk%C3%A9&b_size=10,,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Německý jazyk se zaměřením na vzdělávání,Masarykova univerzita,Pedagogická fakulta,0 Kč,Brno,6,P,0,K,1,1,https://is.muni.cz/program/23868/nemecky-jazyk-se-zamerenim-na-vzdelavani,,0,0,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Německý jazyk se zaměřením na vzdělávání,Technická univerzita v Liberci,Fakulta přírodovědně-humanitní a pedagogická,0 Kč,Liberec,6,P,0,K,0,1,prezenční i kombinované,,0,0,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Německý jazyk se zaměřením na vzdělávání,Univerzita Palackého v Olomouci,Pedagogická fakulta,0 Kč,Olomouc,6,P,0,K,1,1,"prezenční jednooborové, kombinované jednooborové, prezenční dvouoborové, kombinované dvouoborové",,0,0,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Německý jazyk se zaměřením na vzdělávání,Západočeská univerzita v Plzni,Fakulta pedagogická,0 Kč,Plzeň,6,P,0,0,0,1,https://www.zcu.cz/cs/Admission/Study-fields/index.html?FieldNumber=B0114A300080&FormOfStudy=P&TypeOfStudy=B,,0,0,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,0,SŠ,Učitelství,0,Německý jazyk se zaměřením na vzdělávání pro střední školy,Jihočeská univerzita v Českých Budějovicích,Filozofická fakulta,0 Kč,České Budějovice,6,P,0,0,0,1,http://www.ff.jcu.cz/uchazeci-o-studium/ucitelstvi-pro-stredni-skoly/nemecky-jazyk-se-zamerenim-na-vzdelavani-pro-stredni-skoly/nemecky-jazyk-se-zamerenim-na-vzdelavani-pro-stredni-skoly,,0,0,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Masarykova univerzita,Pedagogická fakulta,0 Kč,Brno,6,P,0,0,0,1,https://is.muni.cz/program/23790/obcanska-vychova-a-zaklady-spolecenskych-ved-se-zamerenim-na-vzdelavani,,0,0,0,0,0,0,0,0,0,OV,ZSV,0,0,0,0,0,0,0,0,0,0,ETV,0,0,0,VDO,EGS,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Občanská výchova se zaměřením na vzdělávání,Ostravská univerzita,Pedagogická fakulta,0 Kč,Ostrava,6,P,0,0,0,1,https://www.osu.cz/studijniobory/?znazvu=Ob%C4%8Dansk%C3%A1+v%C3%BDchova+se+zam%C4%9B%C5%99en%C3%ADm+na+vzd%C4%9Bl%C3%A1v%C3%A1n%C3%AD&t7=ano&f45000=ano&filtr=a&x=0&y=0#filtr,,0,0,0,0,0,0,0,0,0,OV,ZSV,0,0,0,0,0,0,0,0,0,0,ETV,0,0,0,VDO,EGS,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Občanská výchova se zaměřením na vzdělávání,Západočeská univerzita v Plzni,Fakulta pedagogická,0 Kč,Plzeň,6,P,0,0,0,1,https://www.zcu.cz/cs/Admission/Study-fields/index.html?FieldNumber=B0114A300111&FormOfStudy=P&TypeOfStudy=B,,0,0,0,0,0,0,0,0,0,OV,ZSV,0,0,0,0,0,0,0,0,0,0,ETV,0,0,0,VDO,EGS,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,0,Učitelství,0,Oborové studium se zaměřením na vzdělávání na 2. stupni základní školy,Jihočeská univerzita v Českých Budějovicích,Pedagogická fakulta,0 Kč,České Budějovice,6,P,0,0,0,1,https://www.jcu.cz/uchazec-o-studium/co-u-nas-studovat/stag_obory_hledat?hledej_text=Oborov%C3%A9+studium+se+zam%C4%9B%C5%99en%C3%ADm+na+vzd%C4%9Bl%C3%A1v%C3%A1n%C3%AD+na+2.+stupni+z%C3%A1kladn%C3%AD+%C5%A1koly&no_cache=1&obor_fakulta=Pedagogick%C3%A1+fakulta&obor_forma=prezen%C4%8Dn%C3%AD&obor_typ=bakal%C3%A1%C5%99sk%C3%A9&b_size=10,,ČJL,AJ,NJ,0,0,RJ,M,IKT,D,OV,ZSV,F,CH,PŘ,Z,HV,VV,VKZ,TV,ČSP,0,ETV,0,0,0,VDO,EGS,0,ENV,MV,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Odborné předměty se zaměřením na vzdělávání,Ostravská univerzita,Pedagogická fakulta,0 Kč,Ostrava,6,0,0,K,1,0,https://www.osu.cz/studijniobory/?specializaceid=3130,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBP,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Přírodopis a environmentální výchova se zaměřením na vzdělávání,Univerzita Palackého v Olomouci,Pedagogická fakulta,0 Kč,Olomouc,6,P,0,K,0,1,prezenční i kombinované,,0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Přírodopis se zaměřením na vzdělávání,Masarykova univerzita,Pedagogická fakulta,0 Kč,Brno,6,P,0,0,0,1,https://is.muni.cz/program/23919/prirodopis-se-zamerenim-na-vzdelavani,,0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Přírodopis se zaměřením na vzdělávání,Technická univerzita v Liberci,Fakulta přírodovědně-humanitní a pedagogická,0 Kč,Liberec,6,P,0,K,0,1,prezenční i kombinované,,0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Psychologie se zaměřením na vzdělávání,Ostravská univerzita,Pedagogická fakulta,0 Kč,Ostrava,6,P,0,0,0,1,https://www.osu.cz/studijniobory/?znazvu=Psychologie+se+zam%C4%9B%C5%99en%C3%ADm+na+vzd%C4%9Bl%C3%A1v%C3%A1n%C3%AD&t7=ano&f45000=ano&filtr=a&x=0&y=0#filtr,,0,0,0,0,0,0,0,0,0,OV,ZSV,0,0,0,0,0,0,VKZ,0,ČSP,0,0,0,0,OSV,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Ruský jazyk se zaměřením na vzdělávání,Masarykova univerzita,Pedagogická fakulta,0 Kč,Brno,6,P,0,K,1,1,https://is.muni.cz/program/23897/rusky-jazyk-se-zamerenim-na-vzdelavani,,0,0,0,0,0,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Ruský jazyk se zaměřením na vzdělávání,Západočeská univerzita v Plzni,Fakulta pedagogická,0 Kč,Plzeň,6,P,0,0,0,1,https://www.zcu.cz/cs/Admission/Study-fields/index.html?FieldNumber=B0114A300079&FormOfStudy=P&TypeOfStudy=B,,0,0,0,0,0,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Společenské vědy se zaměřením na vzdělávání,Univerzita Palackého v Olomouci,Pedagogická fakulta,0 Kč,Olomouc,6,P,0,K,0,1,prezenční i kombinované,,0,0,0,0,0,0,0,0,0,OV,ZSV,0,0,0,0,0,0,0,0,0,0,ETV,0,0,0,0,EGS,MKV,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Španělský jazyk se zaměřením na vzdělávání,Technická univerzita v Liberci,Fakulta přírodovědně-humanitní a pedagogická,0 Kč,Liberec,6,P,0,0,0,1,https://www.tul.cz/uchazeci/studijni-programy/program/1281_spanelsky-jazyk-se-zamerenim-na-vzdelavani/,,0,0,0,0,ŠJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,0,SŠ,Učitelství,0,Španělský jazyk se zaměřením na vzdělávání pro střední školy,Jihočeská univerzita v Českých Budějovicích,Filozofická fakulta,0 Kč,České Budějovice,6,P,0,0,0,1,http://www.ff.jcu.cz/uchazeci-o-studium/ucitelstvi-pro-stredni-skoly/spanelsky-jazyk-se-zamerenim-na-vzdelavani-pro-stredni-skoly-1/spanelsky-jazyk-se-zamerenim-na-vzdelavani-pro-stredni-skoly,,0,0,0,0,ŠJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Technická a informační výchova se zaměřením na vzdělávání,Masarykova univerzita,Pedagogická fakulta,0 Kč,Brno,6,P,0,0,0,1,https://is.muni.cz/program/23945/technicka-a-informacni-vychova-se-zamerenim-na-vzdelavani,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBP,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Technická výchova se zaměřením na vzdělávání,Ostravská univerzita,Pedagogická fakulta,0 Kč,Ostrava,6,P,0,0,0,1,https://www.osu.cz/studijniobory/?znazvu=Technick%C3%A1+v%C3%BDchova+se+zam%C4%9B%C5%99en%C3%ADm+na+vzd%C4%9Bl%C3%A1v%C3%A1n%C3%AD&t7=ano&f45000=ano&filtr=a&x=192&y=36#filtr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBP,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Technická výchova se zaměřením na vzdělávání,Západočeská univerzita v Plzni,Fakulta pedagogická,0 Kč,Plzeň,6,P,0,0,0,1,https://www.zcu.cz/cs/Admission/Study-fields/index.html?FieldNumber=B0114A300076&FormOfStudy=P&TypeOfStudy=B,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODBP,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Technika a praktické činnosti se zaměřením na vzdělávání,Univerzita Palackého v Olomouci,Pedagogická fakulta,0 Kč,Olomouc,6,P,0,K,0,1,prezenční i kombinované,,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Tělesná výchova a sport se zaměřením na vzdělávání,Univerzita Karlova,Fakulta tělesné výchovy a sportu,0 Kč,Praha,6,P,0,K,1,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11510&fst=&druh=B&stupr=B0114A300050&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+5+polo%C5%BEek,Tělesná výchova a sport; kinantropologie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VKZ,TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Tělesná výchova se zaměřením na vzdělávání,Technická univerzita v Liberci,Fakulta přírodovědně-humanitní a pedagogická,0 Kč,Liberec,6,P,0,0,0,1,https://www.tul.cz/uchazeci/studijni-programy/program/1283_telesna-vychova-se-zamerenim-na-vzdelavani/,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VKZ,TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Tělesná výchova se zaměřením na vzdělávání,Univerzita Hradec Králové,Pedagogická fakulta,0 Kč,Hradec Králové,6,P,0,0,0,1,https://www.uhk.cz/cs/pedagogicka-fakulta/prijimaci-zkousky/studijni-programy/telesna-vychova-se-zamerenim-na-vzdelavani-minor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VKZ,TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Tělesná výchova se zaměřením na vzdělávání,Západočeská univerzita v Plzni,Fakulta pedagogická,0 Kč,Plzeň,6,P,0,0,0,1,https://www.zcu.cz/cs/Admission/Study-fields/index.html?FieldNumber=B0114A300090&FormOfStudy=P&TypeOfStudy=B,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VKZ,TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,0,SŠ,Učitelství,0,Tělesná výchova se zaměřením na vzdělávání pro střední školy,Jihočeská univerzita v Českých Budějovicích,Pedagogická fakulta,0 Kč,České Budějovice,6,P,0,0,0,1,https://www.jcu.cz/uchazec-o-studium/co-u-nas-studovat/stag_obory_hledat?hledej_text=T%C4%9Blesn%C3%A1+v%C3%BDchova+se+zam%C4%9B%C5%99en%C3%ADm+na+vzd%C4%9Bl%C3%A1v%C3%A1n%C3%AD+pro+st%C5%99edn%C3%AD+%C5%A1koly&no_cache=1&obor_fakulta=Pedagogick%C3%A1+fakulta&obor_forma=prezen%C4%8Dn%C3%AD&obor_typ=bakal%C3%A1%C5%99sk%C3%A9&b_size=10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VKZ,TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,1. stupeň ZŠ,2. stupeň ZŠ,SŠ,Učitelství,0,Učitelství anglického jazyka,Univerzita Pardubice,Fakulta filozofická,0 Kč,Pardubický,4,P,0,0,1,0,https://studuj.upce.cz/obor/ff-ucitelstvi-anglickeho-jazyka-navazujici-magisterske-prezencni-cestina,,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství anglického jazyka a literatury pro střední školy,Masarykova univerzita,Filozofická fakulta,0 Kč,Brno,4,P,0,K,1,1,https://is.muni.cz/program/24421/ucitelstvi-anglickeho-jazyka-a-literatury-pro-stredni-skoly,,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Učitelství anglického jazyka pro 2. stupeň základní školy a střední školy,Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,4,P,0,0,1,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=N&stupr=N0114A300087&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+11+polo%C5%BEek,,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,1. stupeň ZŠ,2. stupeň ZŠ,0,Učitelství,0,Učitelství anglického jazyka pro základní školy,Masarykova univerzita,Pedagogická fakulta,0 Kč,Brno,4,P,0,K,1,1,https://is.muni.cz/program/23863/ucitelstvi-anglickeho-jazyka-pro-zakladni-skoly,,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,1. stupeň ZŠ,2. stupeň ZŠ,0,Učitelství,0,Učitelství anglického jazyka pro základní školy,Univerzita Palackého v Olomouci,Pedagogická fakulta,0 Kč,Olomouc,4,P,0,K,1,1,"prezenční jednooborové, kombinované jednooborové, prezenční dvouoborové, kombinované dvouoborové",,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Učitelství biologie pro 2. stupeň základní školy a střední školy,Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,4,P,0,K,1,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=N&stupr=N0114A300088&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+6+polo%C5%BEek,,0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství biologie pro střední školy,Univerzita Karlova,Přírodovědecká fakulta,0 Kč,Praha,4,P,0,0,1,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11310&fst=&druh=N&stupr=N0114A300109&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+5+polo%C5%BEek,"Biologie, ekologie a životní prostředí",0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství biologie pro střední školy,Západočeská univerzita v Plzni,Fakulta pedagogická,0 Kč,Plzeň,4,P,0,0,0,1,https://www.zcu.cz/cs/Admission/Study-fields/index.html?FieldNumber=N0114A300069&FormOfStudy=P&TypeOfStudy=N,,0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Mgr.,0,2. stupeň ZŠ,0,Učitelství,0,Učitelství českého jazyka a literatury pro 2. stupeň ZŠ,Univerzita Palackého v Olomouci,Pedagogická fakulta,0 Kč,Olomouc,4,P,0,K,0,1,prezenční i kombinované,,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
